COVROW,section_type=5,numerology=1,num_prb=122,comp_type=0,seq=254
COVROW,section_type=1,numerology=0,num_prb=256,comp_type=2,seq=0
COVROW,section_type=1,numerology=1,num_prb=128,comp_type=0,seq=0
COVROW,section_type=1,numerology=2,num_prb=24,comp_type=0,seq=0
COVROW,section_type=6,numerology=2,num_prb=8,comp_type=2,seq=0
COVROW,section_type=6,numerology=2,num_prb=14,comp_type=3,seq=0
COVROW,section_type=3,numerology=2,num_prb=77,comp_type=3,seq=137
COVROW,section_type=1,numerology=3,num_prb=97,comp_type=0,seq=55
COVROW,section_type=1,numerology=0,num_prb=3,comp_type=0,seq=0
COVROW,section_type=1,numerology=2,num_prb=3,comp_type=3,seq=130
COVROW,section_type=1,numerology=2,num_prb=26,comp_type=0,seq=65
COVROW,section_type=5,numerology=0,num_prb=222,comp_type=0,seq=0
COVROW,section_type=1,numerology=0,num_prb=158,comp_type=1,seq=198
COVROW,section_type=6,numerology=0,num_prb=40,comp_type=1,seq=0
COVROW,section_type=6,numerology=0,num_prb=40,comp_type=1,seq=0
COVROW,section_type=6,numerology=3,num_prb=35,comp_type=2,seq=216
COVROW,section_type=1,numerology=4,num_prb=87,comp_type=2,seq=224
COVROW,section_type=5,numerology=0,num_prb=27,comp_type=2,seq=0
COVROW,section_type=6,numerology=2,num_prb=27,comp_type=3,seq=221
COVROW,section_type=6,numerology=3,num_prb=47,comp_type=3,seq=185
COVROW,section_type=1,numerology=3,num_prb=110,comp_type=0,seq=0
COVROW,section_type=1,numerology=3,num_prb=50,comp_type=1,seq=0
COVROW,section_type=5,numerology=3,num_prb=242,comp_type=0,seq=218
COVROW,section_type=6,numerology=1,num_prb=60,comp_type=3,seq=209
COVROW,section_type=6,numerology=0,num_prb=252,comp_type=2,seq=239
COVROW,section_type=5,numerology=1,num_prb=252,comp_type=2,seq=148
COVROW,section_type=3,numerology=2,num_prb=252,comp_type=2,seq=223
COVROW,section_type=3,numerology=1,num_prb=252,comp_type=2,seq=53
COVROW,section_type=3,numerology=0,num_prb=194,comp_type=2,seq=0
COVROW,section_type=6,numerology=0,num_prb=106,comp_type=1,seq=78
COVROW,section_type=5,numerology=0,num_prb=1,comp_type=2,seq=118
COVROW,section_type=5,numerology=0,num_prb=49,comp_type=0,seq=0
COVROW,section_type=5,numerology=3,num_prb=15,comp_type=2,seq=142
COVROW,section_type=5,numerology=0,num_prb=9,comp_type=2,seq=121
COVROW,section_type=5,numerology=1,num_prb=109,comp_type=2,seq=0
COVROW,section_type=3,numerology=3,num_prb=10,comp_type=0,seq=4
COVROW,section_type=3,numerology=3,num_prb=34,comp_type=0,seq=0
COVROW,section_type=1,numerology=1,num_prb=32,comp_type=3,seq=85
COVROW,section_type=1,numerology=2,num_prb=38,comp_type=3,seq=0
COVROW,section_type=3,numerology=0,num_prb=62,comp_type=0,seq=56
COVROW,section_type=1,numerology=0,num_prb=60,comp_type=0,seq=22
COVROW,section_type=6,numerology=2,num_prb=34,comp_type=0,seq=0
COVROW,section_type=3,numerology=4,num_prb=179,comp_type=2,seq=0
COVROW,section_type=1,numerology=4,num_prb=179,comp_type=2,seq=0
COVROW,section_type=1,numerology=0,num_prb=37,comp_type=2,seq=0
COVROW,section_type=3,numerology=3,num_prb=248,comp_type=2,seq=224
COVROW,section_type=6,numerology=4,num_prb=146,comp_type=3,seq=89
COVROW,section_type=6,numerology=0,num_prb=120,comp_type=0,seq=65
COVROW,section_type=6,numerology=0,num_prb=38,comp_type=0,seq=0
COVROW,section_type=6,numerology=0,num_prb=32,comp_type=0,seq=0
