COVROW,section_type=1,numerology=4,num_prb=49,comp_type=0,seq=107
COVROW,section_type=3,numerology=4,num_prb=96,comp_type=3,seq=0
COVROW,section_type=3,numerology=1,num_prb=18,comp_type=0,seq=197
COVROW,section_type=3,numerology=0,num_prb=8,comp_type=0,seq=0
COVROW,section_type=3,numerology=0,num_prb=47,comp_type=2,seq=29
COVROW,section_type=3,numerology=0,num_prb=13,comp_type=2,seq=0
COVROW,section_type=3,numerology=0,num_prb=13,comp_type=1,seq=0
COVROW,section_type=3,numerology=3,num_prb=29,comp_type=1,seq=219
COVROW,section_type=3,numerology=3,num_prb=125,comp_type=1,seq=193
COVROW,section_type=3,numerology=1,num_prb=29,comp_type=1,seq=0
COVROW,section_type=3,numerology=1,num_prb=29,comp_type=0,seq=13
COVROW,section_type=6,numerology=4,num_prb=96,comp_type=3,seq=241
COVROW,section_type=1,numerology=2,num_prb=194,comp_type=3,seq=0
COVROW,section_type=6,numerology=2,num_prb=163,comp_type=2,seq=0
COVROW,section_type=3,numerology=1,num_prb=163,comp_type=2,seq=0
COVROW,section_type=5,numerology=1,num_prb=210,comp_type=1,seq=213
COVROW,section_type=3,numerology=1,num_prb=140,comp_type=2,seq=0
COVROW,section_type=1,numerology=1,num_prb=71,comp_type=3,seq=0
COVROW,section_type=1,numerology=0,num_prb=73,comp_type=0,seq=93
COVROW,section_type=3,numerology=0,num_prb=73,comp_type=3,seq=219
COVROW,section_type=5,numerology=0,num_prb=37,comp_type=3,seq=0
COVROW,section_type=1,numerology=2,num_prb=13,comp_type=3,seq=38
COVROW,section_type=1,numerology=1,num_prb=13,comp_type=3,seq=0
COVROW,section_type=1,numerology=3,num_prb=69,comp_type=1,seq=121
COVROW,section_type=6,numerology=3,num_prb=66,comp_type=2,seq=155
COVROW,section_type=1,numerology=2,num_prb=243,comp_type=2,seq=117
COVROW,section_type=5,numerology=0,num_prb=267,comp_type=2,seq=0
COVROW,section_type=5,numerology=0,num_prb=43,comp_type=2,seq=0
COVROW,section_type=5,numerology=0,num_prb=5,comp_type=2,seq=0
COVROW,section_type=1,numerology=2,num_prb=87,comp_type=3,seq=66
COVROW,section_type=1,numerology=1,num_prb=243,comp_type=3,seq=166
COVROW,section_type=6,numerology=1,num_prb=253,comp_type=1,seq=0
COVROW,section_type=6,numerology=4,num_prb=233,comp_type=2,seq=0
COVROW,section_type=6,numerology=1,num_prb=9,comp_type=2,seq=0
COVROW,section_type=6,numerology=3,num_prb=9,comp_type=2,seq=163
COVROW,section_type=5,numerology=2,num_prb=11,comp_type=0,seq=0
COVROW,section_type=6,numerology=0,num_prb=8,comp_type=2,seq=57
COVROW,section_type=5,numerology=1,num_prb=20,comp_type=2,seq=61
COVROW,section_type=6,numerology=1,num_prb=154,comp_type=1,seq=0
COVROW,section_type=1,numerology=4,num_prb=29,comp_type=1,seq=0
COVROW,section_type=3,numerology=3,num_prb=29,comp_type=1,seq=62
COVROW,section_type=3,numerology=2,num_prb=1,comp_type=1,seq=126
COVROW,section_type=1,numerology=2,num_prb=40,comp_type=2,seq=225
COVROW,section_type=1,numerology=2,num_prb=16,comp_type=2,seq=0
COVROW,section_type=5,numerology=2,num_prb=214,comp_type=0,seq=37
COVROW,section_type=5,numerology=2,num_prb=174,comp_type=2,seq=132
COVROW,section_type=5,numerology=0,num_prb=265,comp_type=0,seq=0
COVROW,section_type=5,numerology=3,num_prb=255,comp_type=0,seq=61
COVROW,section_type=3,numerology=4,num_prb=203,comp_type=2,seq=97
COVROW,section_type=3,numerology=3,num_prb=144,comp_type=2,seq=183
COVROW,section_type=6,numerology=1,num_prb=128,comp_type=0,seq=15
COVROW,section_type=5,numerology=4,num_prb=2,comp_type=0,seq=124
COVROW,section_type=3,numerology=4,num_prb=234,comp_type=0,seq=0
COVROW,section_type=3,numerology=0,num_prb=228,comp_type=3,seq=0
COVROW,section_type=3,numerology=0,num_prb=230,comp_type=3,seq=0
COVROW,section_type=3,numerology=0,num_prb=240,comp_type=2,seq=134
COVROW,section_type=5,numerology=2,num_prb=176,comp_type=3,seq=215
COVROW,section_type=5,numerology=0,num_prb=192,comp_type=3,seq=0
COVROW,section_type=3,numerology=0,num_prb=113,comp_type=3,seq=83
COVROW,section_type=3,numerology=0,num_prb=190,comp_type=3,seq=0
COVROW,section_type=3,numerology=0,num_prb=88,comp_type=2,seq=126
COVROW,section_type=3,numerology=2,num_prb=228,comp_type=2,seq=0
COVROW,section_type=3,numerology=1,num_prb=64,comp_type=3,seq=0
COVROW,section_type=3,numerology=2,num_prb=100,comp_type=1,seq=104
COVROW,section_type=3,numerology=0,num_prb=36,comp_type=3,seq=169
COVROW,section_type=6,numerology=4,num_prb=36,comp_type=3,seq=174
COVROW,section_type=6,numerology=1,num_prb=36,comp_type=0,seq=117
COVROW,section_type=3,numerology=3,num_prb=148,comp_type=1,seq=119
COVROW,section_type=3,numerology=1,num_prb=117,comp_type=1,seq=204
COVROW,section_type=5,numerology=1,num_prb=119,comp_type=1,seq=169
COVROW,section_type=3,numerology=1,num_prb=111,comp_type=2,seq=185
COVROW,section_type=1,numerology=1,num_prb=187,comp_type=1,seq=236
COVROW,section_type=1,numerology=2,num_prb=143,comp_type=1,seq=0
COVROW,section_type=1,numerology=1,num_prb=143,comp_type=1,seq=0
COVROW,section_type=3,numerology=2,num_prb=15,comp_type=1,seq=51
COVROW,section_type=1,numerology=0,num_prb=183,comp_type=0,seq=104
